		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Wind	Heat	THW			Heat	Cool	In 	In	In 	In 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Chill	Index	Index	Bar  	Rain	D-D 	D-D 	Temp	Hum	Dew	Heat	Int.
28.01.20	3:31	6.2	6.3	5.8	86	4.0	3.1	SSW	5.63	8.0	3.8	6.1	3.8	994.5	0.00	0.253	0.000	14.3	38	0.1	12.8	30
28.01.20	4:01	6.3	6.3	6.2	85	3.9	2.7	SSW	4.83	6.3	4.3	6.2	4.2	994.0	0.00	0.251	0.000	14.3	38	0.1	12.8	30
28.01.20	4:31	6.5	6.7	6.3	82	3.6	3.6	SSW	6.44	7.2	3.9	6.4	3.8	993.9	0.00	0.247	0.000	14.3	38	0.1	12.8	30
28.01.20	5:00	6.7	6.8	6.6	80	3.5	3.6	SW	6.44	10.3	4.1	6.6	4.0	993.8	0.00	0.243	0.000	14.3	38	0.1	12.8	30
28.01.20	5:31	6.5	6.8	6.3	83	3.8	4.5	WSW	8.05	10.3	3.3	6.4	3.2	993.9	0.00	0.247	0.000	14.3	38	0.1	12.8	30
28.01.20	6:00	6.1	6.3	5.8	83	3.4	3.6	WSW	6.44	10.7	3.4	6.0	3.3	993.6	0.00	0.255	0.000	14.3	38	0.1	12.8	30
28.01.20	6:30	5.6	5.8	5.3	84	3.1	2.7	WSW	4.83	10.3	3.4	5.4	3.3	993.4	0.00	0.266	0.000	14.3	38	0.1	12.8	30
28.01.20	7:01	5.2	5.3	5.2	85	2.9	2.2	WSW	4.02	6.3	3.3	5.1	3.2	993.0	0.00	0.274	0.000	14.3	38	0.1	12.8	30
28.01.20	7:30	5.1	5.2	5.0	85	2.8	2.2	SSE	4.02	4.9	3.2	5.0	3.1	992.5	0.00	0.275	0.000	14.3	38	0.1	12.8	30
28.01.20	8:01	5.1	5.3	5.1	83	2.5	3.1	S	5.63	6.7	2.5	5.0	2.4	992.0	0.00	0.275	0.000	14.3	38	0.1	12.8	30
28.01.20	8:31	5.4	5.7	5.3	80	2.3	3.6	S	6.44	7.2	2.7	5.3	2.5	991.5	0.00	0.269	0.000	14.3	38	0.1	12.8	30
28.01.20	9:00	5.6	5.7	5.5	80	2.4	2.2	S	4.02	6.7	3.8	5.4	3.7	990.9	0.00	0.265	0.000	14.3	38	0.1	12.8	30
28.01.20	9:31	5.6	5.7	5.5	80	2.4	2.7	S	4.83	6.7	3.4	5.4	3.3	990.4	0.00	0.265	0.000	14.3	38	0.2	12.8	30
28.01.20	10:00	5.7	5.8	5.7	82	2.9	2.7	S	4.83	6.7	3.6	5.6	3.5	990.7	0.00	0.263	0.000	14.3	38	0.2	12.8	30
28.01.20	10:31	5.6	5.8	4.6	88	3.8	2.2	W	4.02	9.4	3.8	5.6	3.8	991.5	2.60	0.265	0.000	14.3	38	0.2	12.8	30
28.01.20	11:01	3.6	4.6	3.1	91	2.3	4.0	WSW	7.24	11.2	0.1	3.6	0.1	991.2	0.80	0.307	0.000	14.3	38	0.2	12.8	30
28.01.20	11:30	3.1	3.2	3.0	93	2.0	2.7	WSW	4.83	7.2	0.4	3.1	0.4	991.5	0.20	0.318	0.000	14.3	39	0.5	12.8	30
28.01.20	12:01	3.4	3.7	3.2	93	2.4	3.1	W	5.63	8.5	0.4	3.4	0.4	991.4	0.00	0.311	0.000	14.3	39	0.5	12.8	30
28.01.20	12:30	4.2	4.5	3.8	87	2.2	4.9	W	8.85	12.5	0.3	4.1	0.2	991.8	0.00	0.295	0.000	14.4	39	0.6	12.9	30
28.01.20	13:01	4.8	4.9	4.6	80	1.6	4.5	W	8.05	11.2	1.3	4.6	1.1	992.1	0.00	0.282	0.000	14.4	39	0.6	12.9	30
28.01.20	13:31	4.7	4.7	4.6	78	1.2	5.4	W	9.66	13.0	0.7	4.4	0.5	992.5	0.00	0.285	0.000	14.4	39	0.6	12.9	30
28.01.20	14:01	4.7	4.7	4.5	80	1.5	6.3	W	11.27	15.2	0.3	4.5	0.2	993.0	0.00	0.285	0.000	14.4	39	0.6	12.9	30
28.01.20	14:31	4.4	4.6	4.2	78	0.9	5.8	W	10.46	14.3	0.2	4.2	0.0	993.3	0.00	0.291	0.000	14.4	39	0.6	12.9	30
28.01.20	15:00	4.7	4.8	4.6	76	0.8	6.3	W	11.27	13.4	0.4	4.5	0.2	993.8	0.00	0.284	0.000	14.4	38	0.3	12.9	30
28.01.20	15:31	4.4	4.7	3.9	80	1.2	4.9	W	8.85	13.0	0.6	4.2	0.4	994.7	0.00	0.291	0.000	14.5	38	0.3	12.9	30
28.01.20	16:01	3.6	3.8	3.4	82	0.8	4.9	W	8.85	13.0	-0.3	3.4	-0.5	995.1	0.00	0.307	0.000	14.5	38	0.3	12.9	30
28.01.20	16:30	3.5	3.5	3.4	81	0.5	4.0	W	7.24	11.6	0.0	3.3	-0.2	995.7	0.00	0.309	0.000	14.5	38	0.3	12.9	30
28.01.20	17:01	3.4	3.5	3.4	79	0.1	5.4	WSW	9.66	14.3	-0.8	3.3	-0.9	996.0	0.00	0.310	0.000	14.5	37	-0.0	12.9	30
28.01.20	17:31	3.5	3.6	3.4	79	0.2	4.9	W	8.85	11.6	-0.5	3.3	-0.7	996.8	0.00	0.309	0.000	14.4	37	-0.1	12.9	30
28.01.20	18:00	3.4	3.5	3.2	81	0.4	4.0	W	7.24	9.8	-0.1	3.2	-0.3	997.2	0.00	0.311	0.000	14.4	37	-0.1	12.9	30
28.01.20	18:31	3.1	3.2	2.9	84	0.6	3.1	W	5.63	9.8	0.1	2.9	-0.1	997.4	0.00	0.318	0.000	14.4	36	-0.5	12.8	30
28.01.20	19:00	2.9	2.9	2.8	83	0.3	3.1	WNW	5.63	8.0	-0.1	2.8	-0.2	997.8	0.00	0.322	0.000	14.4	36	-0.5	12.8	30
28.01.20	19:30	2.9	3.0	2.9	80	-0.2	3.1	W	5.63	8.0	-0.1	2.8	-0.2	998.0	0.00	0.321	0.000	14.4	36	-0.5	12.8	30
28.01.20	20:01	3.0	3.0	2.9	79	-0.3	3.6	W	6.44	8.5	-0.3	2.8	-0.5	998.2	0.00	0.319	0.000	14.4	36	-0.5	12.8	30
28.01.20	20:31	2.9	2.9	2.9	78	-0.6	3.6	W	6.44	8.9	-0.4	2.7	-0.6	998.2	0.00	0.322	0.000	14.4	35	-0.8	12.8	30
28.01.20	21:00	2.8	2.9	2.6	84	0.4	4.9	W	8.85	13.0	-1.3	2.7	-1.4	998.4	0.00	0.323	0.000	14.4	35	-0.8	12.8	30
28.01.20	21:31	2.6	2.7	2.4	84	0.1	3.6	W	6.44	8.9	-0.9	2.4	-1.0	998.3	0.00	0.329	0.000	14.4	35	-0.8	12.8	30
28.01.20	22:00	3.1	3.5	2.7	80	-0.1	4.9	W	8.85	11.2	-1.1	2.9	-1.2	998.3	0.00	0.318	0.000	14.4	35	-0.8	12.8	30
28.01.20	22:31	3.7	3.8	3.4	79	0.4	3.6	W	6.44	9.8	0.5	3.5	0.3	998.6	0.00	0.306	0.000	14.4	35	-0.8	12.8	30
28.01.20	23:01	3.8	3.9	3.8	79	0.5	4.0	W	7.24	9.8	0.4	3.7	0.2	998.9	0.00	0.302	0.000	14.4	35	-0.8	12.8	30
28.01.20	23:30	3.9	3.9	3.7	80	0.8	3.6	WNW	6.44	8.0	0.8	3.7	0.6	999.0	0.00	0.301	0.000	14.4	35	-0.8	12.8	30
29.01.20	0:01	3.6	3.7	3.6	80	0.5	2.7	WNW	4.83	5.8	1.1	3.4	0.9	998.9	0.00	0.307	0.000	14.4	35	-0.8	12.8	30
29.01.20	0:31	3.7	3.7	3.6	80	0.5	2.2	WNW	4.02	7.2	1.6	3.5	1.4	999.2	0.00	0.306	0.000	14.4	35	-0.8	12.8	30
29.01.20	1:00	3.6	3.6	3.4	80	0.4	2.2	WNW	4.02	6.3	1.4	3.4	1.3	999.3	0.00	0.308	0.000	14.4	35	-0.8	12.8	30
29.01.20	1:31	3.3	3.4	3.3	81	0.4	2.2	WNW	4.02	6.7	1.2	3.2	1.0	999.1	0.00	0.313	0.000	14.4	35	-0.9	12.7	30
29.01.20	2:01	3.3	3.4	3.3	80	0.2	2.2	WNW	4.02	6.7	1.2	3.2	1.0	999.7	0.00	0.313	0.000	14.4	35	-0.9	12.7	30
29.01.20	2:30	3.4	3.5	3.4	81	0.5	3.1	WNW	5.63	9.4	0.6	3.3	0.4	999.9	0.00	0.310	0.000	14.4	35	-0.9	12.7	30
29.01.20	3:01	3.4	3.5	3.3	82	0.6	2.7	W	4.83	8.0	0.8	3.2	0.7	1000.1	0.00	0.311	0.000	14.4	35	-0.9	12.7	30
29.01.20	3:31	3.3	3.3	3.3	82	0.6	3.1	W	5.63	7.2	0.4	3.2	0.2	1000.3	0.00	0.313	0.000	14.4	35	-0.9	12.7	30
29.01.20	4:00	3.3	3.4	3.3	84	0.9	3.6	W	6.44	8.5	0.1	3.2	0.0	1000.6	0.00	0.313	0.000	14.4	35	-0.9	12.7	30
29.01.20	4:31	3.3	3.3	3.2	84	0.8	3.1	WNW	5.63	8.9	0.3	3.2	0.2	1000.9	0.00	0.314	0.000	14.4	35	-0.9	12.7	30
29.01.20	5:00	3.3	3.3	3.3	84	0.8	3.1	WNW	5.63	8.0	0.3	3.2	0.2	1001.2	0.00	0.314	0.000	14.4	35	-0.9	12.7	30
29.01.20	5:30	3.3	3.4	3.3	84	0.9	3.6	WNW	6.44	9.4	0.1	3.2	0.0	1001.5	0.00	0.313	0.000	14.4	35	-0.9	12.7	30
29.01.20	6:01	3.3	3.3	3.1	87	1.3	3.1	WNW	5.63	9.4	0.3	3.2	0.2	1001.9	0.00	0.314	0.000	14.3	35	-0.9	12.7	30
29.01.20	6:31	3.1	3.1	2.9	91	1.7	3.1	W	5.63	8.9	0.1	3.0	0.0	1002.2	0.00	0.318	0.000	14.3	35	-0.9	12.7	30
29.01.20	7:00	2.9	3.0	2.8	93	1.9	2.7	W	4.83	9.8	0.2	2.9	0.2	1002.5	0.00	0.322	0.000	14.3	35	-0.9	12.7	30
29.01.20	7:31	3.1	3.2	2.9	91	1.7	3.6	W	6.44	8.0	-0.3	3.0	-0.3	1002.7	0.00	0.318	0.000	14.3	35	-0.9	12.7	30
29.01.20	8:00	3.3	3.3	3.2	89	1.6	2.7	W	4.83	9.8	0.7	3.2	0.7	1003.0	0.00	0.314	0.000	14.3	35	-0.9	12.7	30
29.01.20	8:30	3.4	3.5	3.4	86	1.3	2.7	W	4.83	10.7	0.9	3.3	0.8	1003.3	0.00	0.310	0.000	14.3	36	-0.6	12.7	30
29.01.20	9:01	3.6	3.6	3.5	85	1.3	4.0	W	7.24	9.8	0.1	3.4	-0.1	1003.7	0.00	0.308	0.000	14.3	36	-0.6	12.7	30
29.01.20	9:30	3.4	3.6	3.4	84	1.0	3.6	W	6.44	8.0	0.2	3.3	0.1	1004.0	0.00	0.310	0.000	14.3	36	-0.6	12.7	30
29.01.20	10:01	3.6	3.7	3.5	81	0.6	4.5	WNW	8.05	10.3	-0.2	3.4	-0.3	1004.1	0.00	0.308	0.000	14.3	36	-0.6	12.7	30
29.01.20	10:31	3.8	3.9	3.7	79	0.5	4.0	WNW	7.24	10.3	0.3	3.6	0.2	1004.2	0.00	0.303	0.000	14.4	36	-0.5	12.8	30
29.01.20	11:00	4.0	4.2	3.9	78	0.5	4.0	W	7.24	9.8	0.6	3.8	0.4	1004.4	0.00	0.299	0.000	14.4	36	-0.5	12.8	30
29.01.20	11:31	4.2	4.3	4.1	80	1.0	4.5	W	8.05	9.8	0.6	4.0	0.4	1004.6	0.00	0.295	0.000	14.4	36	-0.5	12.8	30
29.01.20	12:00	4.2	4.3	4.1	80	1.0	3.6	W	6.44	10.3	1.1	4.0	0.9	1005.0	0.00	0.295	0.000	14.4	36	-0.5	12.8	30
29.01.20	12:30	4.1	4.2	3.9	83	1.4	3.6	W	6.44	10.3	0.9	3.9	0.8	1005.1	0.00	0.297	0.000	14.4	36	-0.5	12.8	30
29.01.20	13:00	3.6	3.9	3.4	88	1.8	4.0	W	7.24	11.2	0.1	3.5	-0.0	1005.3	0.00	0.308	0.000	14.4	36	-0.5	12.8	30
29.01.20	13:30	3.3	3.5	3.1	91	1.9	3.6	W	6.44	10.7	0.0	3.2	-0.1	1005.4	0.20	0.314	0.000	14.4	36	-0.5	12.8	30
29.01.20	14:01	3.2	3.2	3.1	92	2.0	3.6	WNW	6.44	8.5	-0.1	3.1	-0.2	1005.7	0.00	0.316	0.000	14.4	36	-0.5	12.8	30
29.01.20	14:30	3.4	3.7	3.2	90	2.0	3.1	WNW	5.63	8.9	0.6	3.4	0.5	1005.9	0.00	0.310	0.000	14.4	37	-0.1	12.8	30
29.01.20	15:00	4.0	4.3	3.7	85	1.7	2.7	WNW	4.83	7.6	1.6	3.9	1.4	1006.3	0.00	0.299	0.000	14.4	37	-0.1	12.8	30
29.01.20	15:31	4.4	4.5	4.3	82	1.6	2.7	WNW	4.83	8.9	2.0	4.2	1.8	1006.8	0.00	0.291	0.000	14.4	37	-0.1	12.8	30
29.01.20	16:00	4.4	4.5	4.4	81	1.5	3.1	WNW	5.63	11.2	1.7	4.3	1.6	1007.3	0.00	0.289	0.000	14.4	37	-0.1	12.8	30
29.01.20	16:30	4.4	4.5	4.2	82	1.6	2.7	WNW	4.83	7.6	2.0	4.2	1.8	1008.0	0.00	0.291	0.000	14.4	37	-0.1	12.9	30
29.01.20	17:01	3.8	4.2	3.5	88	2.0	2.2	WNW	4.02	6.7	1.7	3.7	1.7	1008.2	0.00	0.303	0.000	14.4	37	-0.1	12.9	30
29.01.20	17:31	3.6	3.7	3.5	87	1.6	2.2	WNW	4.02	6.7	1.5	3.5	1.4	1008.5	0.00	0.307	0.000	14.4	37	-0.1	12.9	30
29.01.20	18:00	3.6	3.7	3.5	86	1.5	3.1	W	5.63	7.2	0.7	3.5	0.6	1009.4	0.00	0.307	0.000	14.4	37	-0.1	12.8	30
29.01.20	18:31	3.4	3.5	3.3	87	1.4	3.1	WNW	5.63	6.7	0.4	3.3	0.3	1009.9	0.00	0.311	0.000	14.4	36	-0.5	12.8	30
29.01.20	19:00	3.3	3.4	3.3	88	1.5	2.7	WNW	4.83	7.6	0.8	3.3	0.7	1010.3	0.00	0.313	0.000	14.4	36	-0.5	12.8	30
29.01.20	19:31	3.3	3.4	3.2	89	1.7	2.7	WNW	4.83	5.4	0.8	3.3	0.7	1010.7	0.00	0.313	0.000	14.4	36	-0.5	12.8	30
29.01.20	20:00	3.3	3.4	3.2	88	1.5	2.2	WNW	4.02	5.4	1.2	3.3	1.1	1010.9	0.00	0.313	0.000	14.4	36	-0.5	12.8	30
29.01.20	20:30	3.5	3.6	3.4	86	1.4	2.7	WNW	4.83	6.7	0.9	3.4	0.8	1011.1	0.00	0.309	0.000	14.4	36	-0.5	12.8	30
29.01.20	21:01	3.6	3.6	3.6	85	1.3	2.2	WNW	4.02	6.3	1.4	3.4	1.3	1011.4	0.00	0.308	0.000	14.4	36	-0.5	12.8	30
29.01.20	21:30	3.6	3.6	3.5	85	1.3	2.7	WNW	4.83	6.3	1.1	3.4	0.9	1011.6	0.00	0.308	0.000	14.4	36	-0.5	12.8	30
29.01.20	22:00	3.7	3.7	3.6	84	1.2	2.7	WNW	4.83	7.2	1.2	3.6	1.1	1011.7	0.00	0.306	0.000	14.4	36	-0.5	12.8	30
29.01.20	22:30	3.7	3.8	3.7	84	1.3	2.2	WNW	4.02	7.6	1.6	3.6	1.5	1011.7	0.00	0.304	0.000	14.4	36	-0.5	12.8	30
29.01.20	23:00	3.6	3.7	3.5	84	1.1	2.2	WNW	4.02	6.3	1.4	3.4	1.3	1011.8	0.00	0.308	0.000	14.4	36	-0.5	12.8	30
29.01.20	23:31	3.5	3.5	3.4	84	1.0	3.1	W	5.63	6.3	0.6	3.4	0.5	1011.7	0.00	0.309	0.000	14.4	36	-0.5	12.8	30
30.01.20	00:00	3.7	3.8	3.5	83	1.0	3.1	W	5.63	7.6	0.8	3.6	0.7	1011.7	0.00	0.306	0.000	14.4	36	-0.5	12.8	30
30.01.20	00:00	3.7	3.8	3.5	83	1.0	3.1	W	5.63	7.6	0.8	3.6	0.7	1011.7	0.00	0.306	0.000	14.4	36	-0.5	12.8	30
30.01.20	00:00	3.7	3.8	3.5	83	1.0	3.1	W	5.63	7.6	0.8	3.6	0.7	1011.7	0.00	0.306	0.000	14.4	36	-0.5	12.8	30
30.01.20	00:00	3.7	3.8	3.5	83	1.0	3.1	W	5.63	7.6	0.8	3.6	0.7	1011.7	0.00	0.306	0.000	14.4	36	-0.5	12.8	30
30.01.20	00:00	3.7	3.8	3.5	83	1.0	3.1	W	5.63	7.6	0.8	3.6	0.7	1011.7	0.00	0.306	0.000	14.4	36	-0.5	12.8	30
30.01.20	0:30	3.9	4.0	3.8	82	1.1	2.7	W	4.83	7.6	1.4	3.7	1.3	1011.7	0.00	0.301	0.000	14.4	36	-0.5	12.8	30
30.01.20	1:01	4.1	4.3	3.9	83	1.5	2.7	W	4.83	7.6	1.7	4.0	1.6	1011.4	0.00	0.296	0.000	14.4	36	-0.5	12.8	30
30.01.20	1:30	4.6	4.8	4.3	82	1.7	3.6	W	6.44	8.9	1.6	4.4	1.4	1011.3	0.00	0.287	0.000	14.4	36	-0.5	12.8	30
30.01.20	2:00	4.8	4.9	4.8	82	2.0	4.0	WSW	7.24	10.3	1.6	4.7	1.4	1011.3	0.00	0.281	0.000	14.4	35	-0.8	12.8	30
30.01.20	2:30	4.9	5.1	4.9	82	2.1	4.0	W	7.24	10.3	1.8	4.8	1.6	1011.3	0.00	0.279	0.000	14.4	35	-0.9	12.7	30
30.01.20	3:00	5.2	5.3	5.1	80	2.0	4.9	W	8.85	10.3	1.5	5.0	1.3	1011.2	0.00	0.274	0.000	14.4	36	-0.5	12.8	30
30.01.20	3:30	5.4	5.4	5.3	81	2.4	4.0	W	7.24	9.4	2.3	5.2	2.1	1011.1	0.00	0.270	0.000	14.4	35	-0.9	12.7	30
30.01.20	4:00	5.4	5.5	5.4	81	2.4	3.6	WNW	6.44	8.5	2.7	5.3	2.5	1010.6	0.00	0.269	0.000	14.4	36	-0.5	12.8	30
30.01.20	4:30	5.5	5.5	5.4	81	2.5	4.5	W	8.05	8.5	2.2	5.3	2.0	1010.3	0.00	0.267	0.000	14.4	36	-0.5	12.8	30
30.01.20	5:00	5.4	5.5	5.4	82	2.6	3.6	W	6.44	8.5	2.6	5.2	2.4	1010.6	0.00	0.270	0.000	14.4	36	-0.5	12.8	30
30.01.20	5:31	5.4	5.5	5.4	82	2.6	2.7	WNW	4.83	5.8	3.3	5.3	3.1	1010.5	0.00	0.269	0.000	14.4	36	-0.5	12.8	30
30.01.20	6:00	5.6	5.7	5.5	82	2.7	3.1	WNW	5.63	6.7	3.1	5.4	2.9	1010.3	0.00	0.266	0.000	14.4	36	-0.5	12.8	30
30.01.20	6:30	5.8	5.9	5.7	82	2.9	3.1	WNW	5.63	8.0	3.3	5.7	3.2	1010.5	0.00	0.262	0.000	14.4	36	-0.5	12.8	30
30.01.20	7:00	5.9	6.0	5.8	85	3.6	3.6	W	6.44	8.9	3.2	5.8	3.1	1010.5	0.00	0.259	0.000	14.3	36	-0.6	12.7	30
30.01.20	7:30	5.8	5.9	5.8	86	3.7	3.1	W	5.63	8.0	3.4	5.8	3.4	1010.2	0.00	0.260	0.000	14.4	36	-0.5	12.8	30
30.01.20	8:00	5.8	5.9	5.8	85	3.5	3.6	W	6.44	9.8	3.1	5.7	3.0	1010.4	0.00	0.260	0.000	14.4	36	-0.5	12.8	30
30.01.20	8:31	5.9	6.0	5.9	83	3.3	4.0	W	7.24	8.0	2.9	5.8	2.8	1010.3	0.00	0.258	0.000	14.4	36	-0.5	12.8	30
30.01.20	9:00	6.1	6.3	6.0	81	3.1	4.0	W	7.24	9.8	3.1	5.9	2.9	1010.3	0.00	0.255	0.000	14.4	37	-0.1	12.8	30
30.01.20	9:30	6.4	6.5	6.3	80	3.2	4.0	W	7.24	8.9	3.4	6.3	3.3	1010.4	0.00	0.249	0.000	14.4	37	-0.1	12.8	30
30.01.20	10:00	6.5	6.6	6.4	79	3.1	4.5	WSW	8.05	11.2	3.3	6.3	3.1	1010.0	0.00	0.247	0.000	14.4	37	-0.1	12.9	30
30.01.20	10:30	6.7	6.8	6.6	78	3.2	3.1	W	5.63	8.5	4.5	6.6	4.3	1010.1	0.00	0.242	0.000	14.4	37	-0.1	12.9	30
30.01.20	11:01	6.9	7.1	6.8	77	3.2	3.6	WNW	6.44	7.6	4.4	6.8	4.3	1010.2	0.00	0.237	0.000	14.4	37	-0.1	12.9	30
30.01.20	11:30	7.3	7.4	7.1	77	3.5	3.1	W	5.63	8.0	5.2	7.1	5.0	1010.0	0.00	0.230	0.000	14.4	38	0.3	12.9	30
30.01.20	12:00	7.5	7.7	7.3	77	3.7	3.6	WSW	6.44	8.5	5.1	7.3	4.9	1009.7	0.00	0.226	0.000	14.4	38	0.3	12.9	30
30.01.20	12:31	8.0	8.2	7.7	75	3.8	3.6	W	6.44	7.6	5.7	7.8	5.4	1009.4	0.00	0.215	0.000	14.5	38	0.3	12.9	30
30.01.20	13:00	8.3	8.5	8.2	74	4.0	4.0	W	7.24	8.5	5.7	8.2	5.6	1008.8	0.00	0.208	0.000	14.5	38	0.3	12.9	30
30.01.20	13:31	8.7	8.8	8.5	73	4.1	2.7	W	4.83	7.6	7.1	8.4	6.9	1008.6	0.00	0.201	0.000	14.5	38	0.3	12.9	30
30.01.20	14:00	8.9	9.1	8.8	71	4.0	4.0	W	7.24	10.7	6.4	8.7	6.2	1008.2	0.00	0.196	0.000	14.6	38	0.4	13.0	30
30.01.20	14:30	9.1	9.1	9.0	72	4.3	3.6	W	6.44	7.6	6.9	8.8	6.7	1008.2	0.00	0.193	0.000	14.6	38	0.4	13.1	30
30.01.20	15:00	8.9	9.1	8.6	72	4.1	2.2	WSW	4.02	6.3	7.7	8.7	7.5	1008.0	0.00	0.197	0.000	14.6	38	0.4	13.1	30
30.01.20	15:30	8.3	8.6	8.2	72	3.6	3.1	S	5.63	7.6	6.4	8.1	6.2	1006.9	0.00	0.208	0.000	14.6	38	0.4	13.1	30
30.01.20	16:00	8.1	8.2	8.0	74	3.7	1.3	SSE	2.41	4.5	7.7	7.8	7.4	1006.7	0.00	0.214	0.000	14.6	38	0.4	13.0	30
30.01.20	16:30	7.8	7.9	7.7	73	3.3	2.2	SE	4.02	6.7	6.4	7.6	6.2	1006.0	0.00	0.219	0.000	14.6	38	0.4	13.1	30
30.01.20	17:00	7.7	7.7	7.7	73	3.1	2.2	SE	4.02	4.9	6.3	7.4	6.1	1005.4	0.00	0.222	0.000	14.7	38	0.5	13.1	30
30.01.20	17:30	7.4	7.7	7.4	75	3.3	1.3	SE	2.41	3.1	6.9	7.2	6.7	1004.8	0.00	0.227	0.000	14.7	38	0.5	13.1	30
30.01.20	18:00	7.7	7.9	7.4	76	3.7	2.7	SE	4.83	5.8	5.9	7.4	5.7	1004.0	0.00	0.222	0.000	14.7	38	0.5	13.1	30
30.01.20	18:30	8.1	8.3	7.9	76	4.1	3.1	SE	5.63	6.3	6.2	7.9	6.0	1003.6	0.00	0.213	0.000	14.7	38	0.5	13.1	30
30.01.20	19:01	7.8	8.3	7.3	86	5.6	2.2	SE	4.02	5.4	6.4	7.8	6.4	1003.7	0.60	0.219	0.000	14.7	38	0.5	13.2	30
30.01.20	19:30	6.8	7.3	6.6	91	5.5	2.2	SE	4.02	4.9	5.3	6.9	5.3	1003.3	0.20	0.240	0.000	14.7	38	0.5	13.2	30
30.01.20	20:00	7.1	7.8	6.6	90	5.6	2.2	SSE	4.02	5.8	5.6	7.2	5.7	1002.7	0.00	0.234	0.000	14.8	38	0.6	13.2	30
30.01.20	20:30	8.2	8.4	7.8	86	6.0	3.6	SSW	6.44	8.5	5.9	8.2	5.9	1002.4	0.00	0.211	0.000	14.7	38	0.5	13.1	30
30.01.20	21:00	8.5	8.6	8.4	85	6.1	4.5	SSW	8.05	11.2	5.7	8.5	5.7	1002.2	0.00	0.205	0.000	14.7	39	0.8	13.2	30
30.01.20	21:31	8.8	8.9	8.7	86	6.6	4.5	S	8.05	12.1	6.0	8.8	6.0	1001.6	0.00	0.199	0.000	14.7	39	0.9	13.2	30
30.01.20	22:00	9.0	9.2	8.8	87	7.0	5.4	SSW	9.66	12.1	5.7	9.1	5.7	1001.5	0.00	0.194	0.000	14.7	39	0.9	13.2	30
30.01.20	22:30	9.2	9.2	9.1	88	7.3	4.5	SW	8.05	10.7	6.4	9.3	6.6	1001.6	0.00	0.191	0.000	14.7	39	0.9	13.2	30
30.01.20	23:00	9.0	9.2	8.9	93	7.9	4.5	SW	8.05	10.7	6.2	9.2	6.4	1001.5	0.20	0.194	0.000	14.7	39	0.9	13.2	30
30.01.20	23:30	9.3	9.8	8.9	93	8.3	4.5	WSW	8.05	11.2	6.6	9.6	6.8	1001.1	0.00	0.188	0.000	14.8	39	0.9	13.3	30
31.01.20	0:01	10.1	10.4	9.8	91	8.7	4.5	WSW	8.05	12.5	7.5	10.3	7.7	1000.8	0.00	0.171	0.000	14.8	39	0.9	13.3	30
31.01.20	0:30	10.5	10.6	10.4	91	9.1	4.5	WSW	8.05	12.1	8.0	10.7	8.2	1001.0	0.00	0.163	0.000	14.8	40	1.3	13.3	30
31.01.20	1:00	10.4	10.5	10.3	94	9.5	4.5	WSW	8.05	10.3	7.8	10.6	8.1	1001.4	0.00	0.166	0.000	14.8	40	1.3	13.3	30
31.01.20	1:31	10.3	10.3	10.3	98	10.0	3.6	W	6.44	9.8	8.4	10.7	8.8	1001.6	0.00	0.167	0.000	14.9	40	1.4	13.4	30
31.01.20	2:00	10.2	10.3	10.2	100	10.2	3.6	W	6.44	9.8	8.3	10.6	8.7	1002.1	0.00	0.169	0.000	14.9	41	1.7	13.4	30
31.01.20	2:30	10.3	10.3	10.2	100	10.3	3.6	W	6.44	8.9	8.4	10.7	8.8	1002.6	0.00	0.168	0.000	14.9	41	1.7	13.4	30
31.01.20	3:01	10.3	10.3	10.2	100	10.3	4.5	WNW	8.05	12.1	7.7	10.7	8.1	1002.7	0.00	0.168	0.000	14.9	42	2.1	13.5	30
31.01.20	3:30	10.3	10.4	10.3	96	9.7	4.0	WNW	7.24	9.8	8.1	10.6	8.4	1003.0	0.00	0.167	0.000	14.9	43	2.5	13.6	30
31.01.20	4:00	10.4	10.6	10.2	96	9.8	4.5	WNW	8.05	10.7	7.9	10.7	8.2	1003.4	0.00	0.164	0.000	14.9	43	2.5	13.6	30
31.01.20	4:30	10.3	10.3	10.2	92	9.0	4.9	WNW	8.85	12.1	7.4	10.4	7.6	1004.0	0.00	0.168	0.000	15.0	43	2.5	13.6	30
31.01.20	5:00	10.3	10.3	10.3	91	8.9	4.5	WNW	8.05	13.4	7.7	10.4	7.9	1004.5	0.00	0.168	0.000	15.0	44	2.8	13.7	30
31.01.20	5:30	10.4	10.4	10.3	87	8.3	4.5	WNW	8.05	12.1	7.8	10.4	7.9	1004.9	0.00	0.166	0.000	15.1	44	2.9	13.7	30
31.01.20	6:01	10.2	10.3	10.1	88	8.3	4.0	WNW	7.24	10.3	8.0	10.3	8.1	1005.3	0.00	0.169	0.000	15.1	44	2.9	13.7	30
31.01.20	6:30	10.1	10.2	10.1	85	7.7	4.5	WNW	8.05	11.6	7.5	10.2	7.6	1005.9	0.00	0.171	0.000	15.1	44	2.9	13.7	30
31.01.20	7:01	10.2	10.2	10.1	86	7.9	3.6	W	6.44	10.7	8.3	10.2	8.3	1006.3	0.00	0.170	0.000	15.1	44	2.9	13.8	30
